FID,sample_effort_id,survey_date,project_name,observers,observers_affiliation,observers_secondary_affiliation,site_code,original_site_code,visit_type,revisit,area_surveyed,study_type,viereck_code,viereck_name,disturbance_type,location,latitude,longitude,elevation,quad_name,quad_number,collection_method,precision,map_source,map_scale,map_date,location_notes,usda_name_code,presence,usda_name_2,scientific_name,common_name,family,rank_code,infested_area,canopy_cover,stem_count,estimated_years_of_disturbance,herbarium,control_action,aggressiveness,species_notes,project_description,project_method,project_discussion,data_type
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c5e,521939,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-36,,Reconnaissance,no,1,Single species study,,,,POINT (-151.032869104 60.787674933),60.78767493,-151.0328691,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c5d,521938,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-28,,Reconnaissance,no,1,Single species study,,,,POINT (-151.033747545 60.784971209),60.78497121,-151.0337475,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c5c,521937,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-27,,Reconnaissance,no,0.5,Single species study,,,,POINT (-151.034042475 60.783745734),60.78374573,-151.0340425,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c5b,521936,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-37,,Reconnaissance,no,1,Single species study,,,,POINT (-151.035030073 60.786974221),60.78697422,-151.0350301,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c5a,521935,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-23,,Reconnaissance,no,0.5,Single species study,,,,POINT (-151.035478991 60.779459721),60.77945972,-151.035479,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c59,521934,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-26,,Reconnaissance,no,1,Single species study,,,,POINT (-151.035500735 60.782889241),60.78288924,-151.0355007,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c58,521933,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-24,,Reconnaissance,no,2,Single species study,,,,POINT (-151.037247586 60.78237677),60.78237677,-151.0372476,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c57,521932,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-25,,Reconnaissance,no,1,Single species study,,,,POINT (-151.03747145 60.783872718),60.78387272,-151.0374715,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c56,521931,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-38,,Reconnaissance,no,1,Single species study,,,,POINT (-151.037542554 60.786254698),60.7862547,-151.0375426,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c55,521908,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-64,,Reconnaissance,no,2,Single species study,,,,POINT (-151.052633546 60.775914731),60.77591473,-151.0526336,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,Detritus,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c54,521909,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-49,,Reconnaissance,no,0.5,Single species study,,,,POINT (-151.066603542 60.769161469),60.76916147,-151.0666035,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c53,521910,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-48,,Reconnaissance,no,0.5,Single species study,,,,POINT (-151.066116153 60.770778198),60.7707782,-151.0661162,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c52,521930,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-22,,Reconnaissance,no,1,Single species study,,,,POINT (-151.037643088 60.779173452),60.77917345,-151.0376431,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c51,521911,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-46,,Reconnaissance,no,0.5,Single species study,,,,POINT (-151.062976023 60.773848377),60.77384838,-151.062976,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c50,521912,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-45,,Reconnaissance,no,0.5,Single species study,,,,POINT (-151.059994968 60.77475951),60.77475951,-151.059995,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c4f,364234,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",ADF&G,USFWS,STORM-2012-11,,,no,1,Single species study,,,,POINT (-151.052444235 60.779527034),60.77952703,-151.0524442,160,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,TRUE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0.001,5,5-Jan,,None,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c4e,364235,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",ADF&G,USFWS,STORM-2012-19,,,no,1,Single species study,,,,POINT (-151.038066899 60.777005521),60.77700552,-151.0380669,160,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,TRUE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0.001,5,5-Jan,,None,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c4d,364236,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",ADF&G,USFWS,STORM-2012-2,,,no,2,Single species study,,,,POINT (-151.050850432 60.770624078),60.77062408,-151.0508504,160,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,TRUE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0.01,10,25-Jun,,None,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c4c,364233,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",ADF&G,USFWS,STORM-2012-1,,,no,2,Single species study,,,,POINT (-151.052794586 60.769830066),60.76983007,-151.0527946,160,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,TRUE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0.001,5,5-Jan,,ALA,None,,Near Bulrushes,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c4b,521913,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-54,,Reconnaissance,no,0.5,Single species study,,,,POINT (-151.058723309 60.768240835),60.76824084,-151.0587233,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c4a,521914,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-43,,Reconnaissance,no,0.5,Single species study,,,,POINT (-151.055804727 60.781408786),60.78140879,-151.0558047,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c49,521915,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-7,,Reconnaissance,no,2,Single species study,,,,POINT (-151.054623631 60.775538019),60.77553802,-151.0546236,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c48,521928,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-18,,Reconnaissance,no,1,Single species study,,,,POINT (-151.040371961 60.777551712),60.77755171,-151.040372,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c47,521916,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-10,,Reconnaissance,no,1,Single species study,,,,POINT (-151.053750389 60.778694213),60.77869421,-151.0537504,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c46,521917,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-4,,Reconnaissance,no,2,Single species study,,,,POINT (-151.051658221 60.771944682),60.77194468,-151.0516582,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c45,521918,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-12,,Reconnaissance,no,1,Single species study,,,,POINT (-151.051405723 60.780499893),60.78049989,-151.0514057,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c44,521919,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-42,,Reconnaissance,no,0.5,Single species study,,,,POINT (-151.051329604 60.781665245),60.78166524,-151.0513296,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c43,521920,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-41,,Reconnaissance,no,0.5,Single species study,,,,POINT (-151.050091506 60.781835827),60.78183583,-151.0500915,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c42,521921,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-13,,Reconnaissance,no,1,Single species study,,,,POINT (-151.049620073 60.780992771),60.78099277,-151.0496201,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c41,521922,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-3,,Reconnaissance,no,0.5,Single species study,,,,POINT (-151.048901082 60.770692753),60.77069275,-151.0489011,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c40,521923,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-14,,Reconnaissance,no,1,Single species study,,,,POINT (-151.047016364 60.780870533),60.78087053,-151.0470164,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c3f,521924,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-15,,Reconnaissance,no,1,Single species study,,,,POINT (-151.044392828 60.780948262),60.78094826,-151.0443928,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c3e,521925,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-16,,Reconnaissance,no,1,Single species study,,,,POINT (-151.043486185 60.779877396),60.7798774,-151.0434862,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2c3d,521929,9/29/2012,Stormy Lake Elodea Survey,"Anderson, C.; Massengill, R.; Dunker, K.; Bella, E.",USFWS,,STORM-2012-59,,Reconnaissance,no,2,Single species study,,,,POINT (-151.038366236 60.782772161),60.78277216,-151.0383662,,,,GPS,0-5,GINA - Google Earth,,,"Stormy Lake, Captain Cook State Recreation Area, Kenai Peninsula",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,,Data collected by ADF&G; data compiled by Libby Bella USFWS; data clustered by AKNHP,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
